source,target,value
195475105,8088112,42.77
187773078,18996905,35.33
195475105,254839786,42.77
187773078,8088112,35.33
187773078,204317520,35.33
195475105,361142565,42.77
195475105,56080133,42.77
100318079,18951737,49.89
100318079,37699718,49.89
195475105,18951737,42.77
100318079,204140367,49.89
195475105,28465635,42.77
100318079,131613362,49.89
187773078,43003845,35.33
17759701,2803191,41.58
18776017,26281970,53.77
22679419,15853668,46.93
7860742,15410058,51.46
18776017,25026165,53.77
17759701,50393960,41.58
18776017,22679419,53.77
7860742,14464369,51.46
3359851,14575846,66.64
3359851,27855118,66.64
3359851,14888584,66.64
22679419,15234657,46.93
14139971,20470888,33.6
18776017,141021153,53.77
17759701,29514951,41.58
3359851,13687132,66.64
22679419,32340023,46.93
22679419,92357649,46.93
3359851,14464369,66.64
3359851,7861312,66.64
18776017,27855118,53.77
7860742,14517343,51.46
17759701,25026165,41.58
17759701,7861312,41.58
3359851,14303746,66.64
22679419,18776017,46.93
18776017,14303746,53.77
22679419,14517343,46.93
22679419,3359851,46.93
18776017,60725654,53.77
3359851,20747847,66.64
18776017,266553242,53.77
7860742,3359851,51.46
14139971,29514951,33.6
3359851,128522006,66.64
7860742,36803580,51.46
14139971,309366491,33.6
7860742,29145184,51.46
17759701,15853668,41.58
18776017,29514951,53.77
3359851,7860742,66.64
17759701,3359851,41.58
22679419,41666004,46.93
3359851,47667972,66.64
7860742,16890969,51.46
17759701,309366491,41.58
7860742,309366491,51.46
22679419,20465564,46.93
7860742,717313,51.46
3359851,22679419,66.64
18776017,20747847,53.77
14139971,22679419,33.6
18776017,17759701,53.77
3359851,50393960,66.64
22679419,14575846,46.93
17759701,36204399,41.58
7860742,73381700,51.46
3359851,61040833,66.64
7860742,15853668,51.46
18776017,36204399,53.77
7860742,14303746,51.46
17759701,29145184,41.58
3359851,61040299,66.64
14139971,16905329,33.6
14139971,266553242,33.6
7860742,14326533,51.46
14139971,29145184,33.6
3359851,26281970,66.64
17759701,18776017,41.58
18776017,3359851,53.77
3359851,19040580,66.64
7860742,29514951,51.46
7860742,19413393,51.46
3359851,15234657,66.64
14139971,20240002,33.6
17759701,22679419,41.58
14139971,15234657,33.6
7860742,18281536,51.46
14139971,73381700,33.6
3359851,15410058,66.64
3359851,32893652,66.64
7860742,17759701,51.46
3359851,60725654,66.64
3359851,14716974,66.64
18776017,15853668,53.77
22679419,26906309,46.93
3359851,19413393,66.64
14139971,128522006,33.6
7860742,21347710,51.46
7860742,1344951,51.46
22679419,19413393,46.93
7860742,36204399,51.46
22679419,36204399,46.93
3359851,61033129,66.64
14139971,141021153,33.6
7860742,50393960,51.46
14139971,15853668,33.6
3359851,1344951,66.64
14139971,7860742,33.6
17759701,16905329,41.58
18776017,92357649,53.77
7860742,19040580,51.46
17759701,14517343,41.58
3359851,16890969,66.64
22679419,14888584,46.93
18776017,14139971,53.77
18776017,19413393,53.77
7860742,26281970,51.46
22679419,17759701,46.93
3359851,290097288,66.64
17759701,19040580,41.58
17759701,36803580,41.58
14139971,60725654,33.6
14139971,33423401,33.6
14139971,19040580,33.6
18776017,128522006,53.77
3359851,18281536,66.64
7860742,7861312,51.46
17759701,73381700,41.58
17759701,13687132,41.58
18776017,14888584,53.77
18776017,15234657,53.77
3359851,14563376,66.64
22679419,82739746,46.93
18776017,14464369,53.77
3359851,92357649,66.64
3359851,29514951,66.64
17759701,15234657,41.58
18776017,19040580,53.77
22679419,19040580,46.93
7860742,13687132,51.46
22679419,7860742,46.93
7860742,25026165,51.46
22679419,60725654,46.93
7860742,22679419,51.46
22679419,141021153,46.93
7860742,15880163,51.46
14139971,26281970,33.6
17759701,7860742,41.58
22679419,15880163,46.93
7860742,92357649,51.46
3359851,18776017,66.64
18776017,7860742,53.77
3359851,14326533,66.64
7860742,14139971,51.46
7860742,18776017,51.46
407769660,186275867,33.25
22841103,14464369,31.0
22841103,115485051,31.0
22841103,18301663,31.0
22841103,45862504,31.0
22841103,47667972,31.0
22841103,21158690,31.0
12611642,22103126,44.01
12611642,11893812,44.01
22841103,24742040,31.0
22841103,8008212,31.0
22841103,121213529,31.0
22841103,15448100,31.0
22841103,29758446,31.0
22841103,16249796,31.0
22841103,15259010,31.0
22841103,22103126,31.0
22841103,27855118,31.0
22841103,36803580,31.0
407769660,30939530,33.25
22841103,20747847,31.0
22841103,57623907,31.0
22841103,26280712,31.0
407769660,188011291,33.25
22841103,21791940,31.0
22841103,15271920,31.0
12611642,1183041,44.01
22841103,10671602,31.0
22841103,14303746,31.0
22841103,83883736,31.0
12611642,247930690,44.01
22841103,12611642,31.0
407769660,61040299,33.25
22841103,15901190,31.0
22841103,16513135,31.0
22841103,7861312,31.0
22841103,15222083,31.0
22841103,18927441,31.0
22841103,16890969,31.0
22841103,106638964,31.0
22841103,15234657,31.0
22841103,24595743,31.0
22841103,14063949,31.0
12611642,15448100,44.01
22841103,22027186,31.0
22841103,31353077,31.0
12611642,21158690,44.01
12611642,14718085,44.01
22841103,1183041,31.0
22841103,13687132,31.0
22841103,20396481,31.0
407769660,18927441,33.25
22841103,24585498,31.0
12611642,63485337,44.01
22841103,88698453,31.0
12611642,19668592,44.01
22841103,89483328,31.0
12611642,89483328,44.01
22841103,15926497,31.0
22841103,11928542,31.0
22841103,19355734,31.0
22841103,64488804,31.0
22841103,14075928,31.0
12611642,22841103,44.01
12611642,14067559,44.01
22679419,15234657,46.93
195475105,259842341,42.77
187773078,314316607,35.33
195475105,376946114,42.77
100318079,103598216,49.89
187773078,217796457,35.33
195475105,107830991,42.77
100318079,121533789,49.89
195475105,380580781,42.77
100318079,222261763,49.89
100318079,15023872,49.89
100318079,107830991,49.89
100318079,151338729,49.89
100318079,19493072,49.89
100318079,276706356,49.89
100318079,153460275,49.89
195475105,317076339,42.77
100318079,72818790,49.89
195475105,22462180,42.77
195475105,56860418,42.77
100318079,69592091,49.89
100318079,8088112,49.89
187773078,19358562,35.33
100318079,17759158,49.89
195475105,196680777,42.77
195475105,69592091,42.77
100318079,34428380,49.89
100318079,254839786,49.89
187773078,144631425,35.33
195475105,17868918,42.77
100318079,145845459,49.89
195475105,430182387,42.77
195475105,103598216,42.77
195475105,46209291,42.77
195475105,222261763,42.77
187773078,22462180,35.33
187773078,107830991,35.33
100318079,56860418,49.89
100318079,123371682,49.89
100318079,430268163,49.89
100318079,26929220,49.89
195475105,422224303,42.77
195475105,187773078,42.77
100318079,17116707,49.89
100318079,17627996,49.89
100318079,158419434,49.89
100318079,206923844,49.89
100318079,225444667,49.89
195475105,225444667,42.77
100318079,160237722,49.89
195475105,14925700,42.77
187773078,153226312,35.33
100318079,14925700,49.89
195475105,18996905,42.77
187773078,40981798,35.33
187773078,230880104,35.33
187773078,103598216,35.33
100318079,46209291,49.89
100318079,19358562,49.89
187773078,123371682,35.33
100318079,153226312,49.89
195475105,157829215,42.77
195475105,430268163,42.77
195475105,86221475,42.77
195475105,19493072,42.77
100318079,380580781,49.89
195475105,173732041,42.77
195475105,276706356,42.77
195475105,206923844,42.77
187773078,157829215,35.33
195475105,270449528,42.77
195475105,116036694,42.77
187773078,307458983,35.33
195475105,100318079,42.77
100318079,18996905,49.89
187773078,270449528,35.33
187773078,204140367,35.33
187773078,216088014,35.33
100318079,187773078,49.89
195475105,144631425,42.77
100318079,67864340,49.89
187773078,34428380,35.33
100318079,259842341,49.89
195475105,123371682,42.77
187773078,160237722,35.33
187773078,195475105,35.33
100318079,17868918,49.89
187773078,46209291,35.33
100318079,40981798,49.89
100318079,314316607,49.89
195475105,229039814,42.77
100318079,116036694,49.89
187773078,100318079,35.33
100318079,86221475,49.89
187773078,158419434,35.33
195475105,225064360,42.77
195475105,40981798,42.77
187773078,116036694,35.33
187773078,196680777,35.33
187773078,151338729,35.33
187773078,259842341,35.33
187773078,276706356,35.33
195475105,216088014,42.77
195475105,302847930,42.77
187773078,17868918,35.33
100318079,195475105,49.89
195475105,17759158,42.77
187773078,229039814,35.33
187773078,317076339,35.33
195475105,217796457,42.77
195475105,34428380,42.77
187773078,430182387,35.33
195475105,307458983,42.77
195475105,158419434,42.77
187773078,69592091,35.33
195475105,121533789,42.77
195475105,19358562,42.77
100318079,28465635,49.89
187773078,302847930,35.33
195475105,153226312,42.77
195475105,151338729,42.77
100318079,22462180,49.89
187773078,254839786,35.33
100318079,21548772,49.89
100318079,270449528,49.89
187773078,380580781,35.33
195475105,8088112,42.77
100318079,307458983,49.89
195475105,28465635,42.77
187773078,430268163,35.33
100318079,157829215,49.89
187773078,18996905,35.33
195475105,254839786,42.77
187773078,8088112,35.33
195475105,304462046,42.77
100318079,37699718,49.89
100318079,204140367,49.89
100318079,131613362,49.89
195475105,230880104,42.77
100318079,43003845,49.89
100318079,103598216,49.89
187773078,217796457,35.33
187773078,302847930,35.33
100318079,151338729,49.89
100318079,19493072,49.89
187773078,196680777,35.33
100318079,69592091,49.89
187773078,361142565,35.33
187773078,19358562,35.33
187773078,314316607,35.33
100318079,250340951,49.89
100318079,34428380,49.89
187773078,254839786,35.33
100318079,254839786,49.89
187773078,40981798,35.33
100318079,430268163,49.89
187773078,22462180,35.33
100318079,123371682,49.89
100318079,158419434,49.89
187773078,103598216,35.33
100318079,19358562,49.89
187773078,123371682,35.33
100318079,380580781,49.89
187773078,175553601,35.33
187773078,461410856,35.33
187773078,204140367,35.33
187773078,31331740,35.33
100318079,83943787,49.89
100318079,18996905,49.89
187773078,270449528,35.33
100318079,187773078,49.89
187773078,158419434,35.33
100318079,259842341,49.89
100318079,17868918,49.89
187773078,69592091,35.33
100318079,40981798,49.89
100318079,314316607,49.89
100318079,116036694,49.89
187773078,100318079,35.33
187773078,116036694,35.33
187773078,151338729,35.33
187773078,259842341,35.33
187773078,17868918,35.33
187773078,280935165,35.33
187773078,229039814,35.33
187773078,34428380,35.33
187773078,317076339,35.33
100318079,280935165,49.89
100318079,461410856,49.89
187773078,430182387,35.33
100318079,2367911,49.89
100318079,31331740,49.89
187773078,83943787,35.33
100318079,22462180,49.89
100318079,206923844,49.89
100318079,270449528,49.89
187773078,380580781,35.33
187773078,430268163,35.33
100318079,157829215,49.89
187773078,157829215,35.33
187773078,18996905,35.33
100318079,37699718,49.89
100318079,204140367,49.89
100318079,131613362,49.89
187773078,43003845,35.33
15477120,44909928,35.08
15477120,48598420,35.08
15477120,14372674,35.08
15477120,118420553,35.08
15477120,13869742,35.08
15477120,61020679,35.08
15477120,184907407,35.08
15477120,298456001,35.08
15477120,147596311,35.08
15477120,108390865,35.08
15477120,68843032,35.08
15477120,18481292,35.08
15477120,25249814,35.08
15477120,22680926,35.08
15477120,54298937,35.08
15477120,23630066,35.08
15477120,64356419,35.08
15477120,79563865,35.08
15477120,2520921,35.08
15477120,22275457,35.08
79797834,11447852,58.61
79797834,18655567,58.61
266464616,21436960,54.34
266464616,310804819,54.34
266464616,17384099,54.34
266464616,8295072,54.34
266464616,189253902,54.34
266464616,15165502,54.34
266464616,15431856,54.34
266464616,17217640,54.34
266464616,11348282,54.34
266464616,161760542,54.34
266464616,103865085,54.34
266464616,46220856,54.34
16247469,37358508,41.85
16247469,14876672,41.85
16247469,126478472,41.85
16247469,23152989,41.85
79797834,45830213,58.61
79797834,15087011,58.61
79797834,308233424,58.61
79797834,18697941,58.61
79797834,24773177,58.61
79797834,19188848,58.61
17093617,84114921,42.95
17093617,206490678,42.95
17093617,18994460,42.95
17093617,172742915,42.95
16098603,102137866,38.24
16098603,15680204,38.24
16674726,36841423,44.6
16098603,116952434,38.24
16098603,15712979,38.24
16674726,15680204,44.6
16674726,31477674,44.6
16098603,19040580,38.24
16674726,47161442,44.6
47161442,36841423,31.94
47161442,31061079,31.94
47161442,20315513,31.94
16098603,19493151,38.24
16674726,132834166,44.6
16674726,22705686,44.6
16674726,18753000,44.6
47161442,19040580,31.94
16674726,34402885,44.6
16098603,131222768,38.24
16098603,16674726,38.24
47161442,34402885,31.94
16098603,47161442,38.24
16674726,19040580,44.6
16674726,14983833,44.6
16674726,123371537,44.6
47161442,19493151,31.94
16674726,79119341,44.6
47161442,18753000,31.94
16674726,43510041,44.6
47161442,16674726,31.94
47161442,73019162,31.94
47161442,132834166,31.94
16674726,20315513,44.6
16674726,37243309,44.6
16674726,25026165,44.6
16674726,24245543,44.6
47161442,25026165,31.94
47161442,37243309,31.94
16098603,25026165,38.24
16674726,42053731,44.6
47161442,47858192,31.94
16674726,25007887,44.6
16674726,36224771,44.6
47161442,15712979,31.94
16674726,19493151,44.6
47161442,14824238,31.94
16098603,18753000,38.24
16674726,127973392,44.6
16674726,31061079,44.6
47161442,31477674,31.94
47161442,94414805,31.94
16674726,94414805,44.6
47161442,123371537,31.94
16674726,6076432,44.6
16098603,73019162,38.24
16674726,47858192,44.6
16098603,14983833,38.24
47161442,36224771,31.94
47161442,16098603,31.94
16674726,73019162,44.6
16098603,14824238,38.24
16674726,16098603,44.6
16098603,20315513,38.24
47161442,6076432,31.94
16098603,79119341,38.24
47161442,28917111,31.94
69193714,12311462,40.56
69193714,17954520,40.56
69193714,14681605,40.56
69193714,21531222,40.56
69193714,2100521,40.56
69193714,13809612,40.56
69193714,8634422,40.56
69193714,16272448,40.56
69193714,264315278,40.56
17759701,250274822,41.58
17759701,14573745,41.58
17759701,77007853,41.58
17759701,28302257,41.58
17759701,5162861,41.58
17759701,10350,41.58
17759701,14536491,41.58
17759701,15234657,41.58
17759701,15386819,41.58
17759701,14180231,41.58
17759701,21536473,41.58
17759701,36803580,41.58
17759701,46537966,41.58
17759701,19245182,41.58
17759701,14691709,41.58
17759701,88109378,41.58
17759701,17790274,41.58
17759701,275608958,41.58
100318079,43003845,49.89
100318079,461410856,49.89
100318079,73738774,49.89
100318079,55033682,49.89
100318079,22462180,49.89
100318079,49104918,49.89
100318079,40981798,49.89
100318079,43640117,49.89
100318079,34428380,49.89
100318079,31414569,49.89
18581803,7860742,61.14
24081780,43933017,32.3
47161442,242024994,31.94
17759701,260077133,41.58
47161442,506688854,31.94
18776017,242024994,53.77
22679419,7872262,46.93
24081780,35926608,32.3
18776017,17944084,53.77
17759701,309366491,41.58
17759701,188499505,41.58
18581803,131333738,61.14
17759701,124524869,41.58
24081780,215180009,32.3
18581803,56620346,61.14
24081780,131333738,32.3
18581803,14824238,61.14
17759701,143232050,41.58
17759701,18742444,41.58
24081780,16660064,32.3
18776017,20490915,53.77
47161442,28037700,31.94
17759701,18346740,41.58
7860742,104209445,51.46
18776017,16097743,53.77
47161442,26281970,31.94
22679419,18776017,46.93
18776017,18742444,53.77
17759701,37297131,41.58
7860742,16660064,51.46
18776017,10671602,53.77
17759701,19622462,41.58
47161442,20935355,31.94
18581803,30735580,61.14
17759701,8470732,41.58
18776017,122381821,53.77
17759701,14824238,41.58
47161442,16660064,31.94
18581803,242024994,61.14
47161442,81110524,31.94
17759701,457803846,41.58
45416789,131333738,34.2
17759701,506495202,41.58
47161442,301246382,31.94
45416789,17135252,34.2
47161442,24081780,31.94
47161442,459412561,31.94
7872262,8470732,32.98
24081780,47161442,32.3
24081780,22679419,32.3
17759701,81110524,41.58
45416789,24081780,34.2
47161442,56620346,31.94
18581803,47161442,61.14
47161442,17135252,31.94
22679419,15853668,46.93
45416789,35926608,34.2
18776017,104209445,53.77
7872262,15712979,32.98
17759701,22679419,41.58
7860742,14824238,51.46
7872262,52330027,32.98
7872262,17224642,32.98
24081780,260077133,32.3
47161442,17224642,31.94
18581803,129279693,61.14
47161442,7860742,31.94
47161442,129279693,31.94
45416789,16097743,34.2
45416789,104209445,34.2
47161442,326232242,31.94
18776017,17759701,53.77
47161442,324660438,31.94
47161442,196400161,31.94
45416789,158604849,34.2
18581803,17944084,61.14
45416789,21195122,34.2
24081780,21195122,32.3
17759701,33038012,41.58
7860742,17759701,51.46
7860742,52330027,51.46
18581803,8470732,61.14
17759701,57986173,41.58
17759701,15712979,41.58
24081780,17759701,32.3
7860742,19622462,51.46
17759701,45416789,41.58
24081780,23138959,32.3
22679419,14498387,46.93
17759701,33752014,41.58
18581803,20935355,61.14
45416789,26256596,34.2
17759701,340653938,41.58
18581803,88807478,61.14
45416789,267342549,34.2
17759701,215180009,41.58
24081780,17224642,32.3
22679419,8470732,46.93
18581803,162310738,61.14
18581803,18776017,61.14
18776017,21195122,53.77
18581803,20490915,61.14
47161442,17944084,31.94
18581803,260077133,61.14
18581803,22679419,61.14
24081780,324660438,32.3
45416789,17759701,34.2
17759701,24081780,41.58
47161442,14498387,31.94
24081780,18776017,32.3
17759701,17135252,41.58
17759701,122381821,41.58
47161442,20490915,31.94
18776017,15853668,53.77
24081780,20490915,32.3
18776017,28125177,53.77
47161442,245490751,31.94
22679419,7860742,46.93
24081780,506688854,32.3
7872262,16097743,32.98
47161442,18581803,31.94
18581803,17224642,61.14
24081780,88807478,32.3
24081780,57986173,32.3
7860742,215180009,51.46
7860742,94414805,51.46
45416789,215180009,34.2
24081780,14498387,32.3
18581803,21195122,61.14
18776017,7860742,53.77
18776017,26281970,53.77
7872262,35926608,32.98
17759701,22266381,41.58
7860742,20935355,51.46
7860742,196400161,51.46
18776017,22679419,53.77
7872262,242024994,32.98
18776017,131333738,53.77
45416789,14498387,34.2
7872262,104209445,32.98
7872262,19622462,32.98
22679419,215180009,46.93
18776017,8470732,53.77
47161442,521767788,31.94
18581803,10671602,61.14
22679419,26256596,46.93
45416789,18742444,34.2
18776017,145809544,53.77
18776017,17224642,53.77
17759701,56535506,41.58
47161442,19622462,31.94
45416789,23138959,34.2
17759701,16660064,41.58
17759701,47161442,41.58
18581803,18742444,61.14
47161442,14824238,31.94
18581803,57986173,61.14
22679419,145809544,46.93
7872262,131333738,32.98
17759701,162310738,41.58
45416789,18581803,34.2
24081780,14824238,32.3
7860742,131333738,51.46
24081780,26256596,32.3
22679419,28125177,46.93
17759701,14270527,41.58
22679419,56620346,46.93
47161442,18226205,31.94
18776017,15712979,53.77
22679419,325975037,46.93
24081780,20935355,32.3
24081780,18226205,32.3
47161442,43933017,31.94
45416789,22679419,34.2
18581803,104209445,61.14
47161442,131333738,31.94
7872262,26256596,32.98
24081780,10671602,32.3
24081780,7860742,32.3
18776017,88807478,53.77
45416789,43933017,34.2
17759701,48117179,41.58
7872262,129279693,32.98
7860742,122381821,51.46
7860742,7872262,51.46
47161442,16097743,31.94
18581803,52330027,61.14
18776017,137901003,53.77
7860742,14498387,51.46
24081780,509096468,32.3
18581803,94414805,61.14
7872262,290097288,32.98
47161442,260077133,31.94
7872262,18776017,32.98
45416789,196400161,34.2
45416789,509096468,34.2
17759701,17224642,41.58
47161442,217300535,31.94
47161442,57986173,31.94
45416789,16660064,34.2
7860742,23138959,51.46
45416789,47161442,34.2
7872262,18742444,32.98
17759701,14498387,41.58
7872262,509096468,32.98
18776017,188499505,53.77
7860742,17224642,51.46
17759701,18581803,41.58
7872262,14498387,32.98
17759701,23138959,41.58
17759701,301246382,41.58
7872262,21195122,32.98
22679419,17135252,46.93
47161442,23138959,31.94
24081780,56620346,32.3
22679419,14270527,46.93
45416789,7860742,34.2
47161442,52330027,31.94
17759701,20490915,41.58
17759701,104209445,41.58
17759701,94414805,41.58
7860742,47161442,51.46
47161442,35926608,31.94
47161442,88807478,31.94
22679419,94414805,46.93
7860742,188499505,51.46
24081780,45416789,32.3
24081780,15853668,32.3
7860742,26256596,51.46
17759701,52330027,41.58
45416789,14824238,34.2
47161442,546720024,31.94
47161442,547511649,31.94
24081780,17944084,32.3
17759701,112911033,41.58
17759701,267426982,41.58
45416789,15712979,34.2
17759701,144211337,41.58
24081780,14270527,32.3
7872262,309366491,32.98
45416789,28037700,34.2
17759701,129279693,41.58
47161442,309366491,31.94
47161442,143232050,31.94
18581803,19622462,61.14
17759701,16097743,41.58
17759701,43933017,41.58
18776017,47161442,53.77
18581803,43933017,61.14
17759701,40329238,41.58
18776017,43933017,53.77
18581803,24081780,61.14
7860742,242024994,51.46
17759701,39441533,41.58
7860742,309366491,51.46
24081780,242024994,32.3
24081780,18346740,32.3
7872262,14270527,32.98
24081780,26281970,32.3
18776017,33038012,53.77
17759701,300842571,41.58
7860742,15853668,51.46
47161442,506174692,31.94
7872262,7860742,32.98
18581803,28037700,61.14
47161442,72472227,31.94
45416789,57986173,34.2
24081780,267342549,32.3
18776017,14824238,53.77
45416789,15853668,34.2
17759701,26256596,41.58
47161442,17759701,31.94
17759701,35926608,41.58
17759701,242024994,41.58
47161442,26256596,31.94
7860742,15712979,51.46
18581803,23138959,61.14
18581803,17759701,61.14
47161442,38435868,31.94
18776017,45416789,53.77
45416789,20935355,34.2
7872262,43933017,32.98
24081780,52330027,32.3
18581803,14270527,61.14
7872262,14824238,32.98
45416789,129279693,34.2
17759701,196400161,41.58
17759701,56620346,41.58
7872262,20935355,32.98
45416789,188499505,34.2
22679419,119843970,46.93
45416789,18776017,34.2
17759701,326232242,41.58
45416789,17224642,34.2
47161442,7872262,31.94
24081780,18742444,32.3
18581803,188499505,61.14
7872262,17759701,32.98
18776017,23138959,53.77
7860742,26281970,51.46
7872262,94414805,32.98
24081780,196400161,32.3
18581803,26281970,61.14
47161442,145809544,31.94
47161442,8470732,31.94
17759701,267342549,41.58
18776017,20935355,53.77
18776017,196400161,53.77
17759701,548034974,41.58
47161442,94414805,31.94
18776017,24081780,53.77
7860742,10671602,51.46
7860742,45416789,51.46
24081780,19622462,32.3
18581803,33686563,61.14
7860742,14270527,51.46
7860742,8470732,51.46
24081780,22266381,32.3
7860742,35926608,51.46
47161442,45416789,31.94
7872262,24081780,32.98
17759701,7860742,41.58
45416789,20490915,34.2
18581803,17135252,61.14
7860742,21195122,51.46
24081780,122381821,32.3
24081780,16097743,32.3
17759701,28125177,41.58
45416789,122381821,34.2
24081780,119843970,32.3
24081780,7872262,32.3
47161442,22679419,31.94
18581803,7872262,61.14
17759701,343683427,41.58
17759701,20935355,41.58
45416789,242024994,34.2
47161442,505977364,31.94
18581803,16097743,61.14
22679419,21195122,46.93
47161442,188499505,31.94
17759701,28037700,41.58
17759701,96614512,41.58
7872262,26281970,32.98
45416789,94414805,34.2
18581803,61933836,61.14
17759701,10671602,41.58
18581803,15853668,61.14
18776017,26256596,53.77
7872262,188499505,32.98
47161442,18776017,31.94
18581803,15712979,61.14
24081780,180505807,32.3
47161442,300842571,31.94
24081780,129279693,32.3
18776017,7872262,53.77
24081780,15712979,32.3
24081780,544467938,32.3
45416789,88807478,34.2
47161442,122381821,31.94
17759701,15853668,41.58
18776017,14498387,53.77
18776017,52330027,53.77
7872262,45416789,32.98
47161442,22266381,31.94
7860742,43933017,51.46
17759701,17944084,41.58
17759701,7872262,41.58
47161442,104209445,31.94
45416789,119843970,34.2
18581803,196400161,61.14
24081780,81110524,32.3
7860742,56620346,51.46
7860742,24081780,51.46
47161442,548034974,31.94
7872262,122381821,32.98
18776017,35926608,53.77
47161442,33038012,31.94
18581803,57107167,61.14
7872262,57986173,32.98
18776017,129279693,53.77
47161442,458940984,31.94
24081780,188499505,32.3
47161442,162310738,31.94
7860742,22679419,51.46
18776017,18581803,53.77
18581803,45416789,61.14
17759701,131333738,41.58
7860742,129279693,51.46
7872262,47161442,32.98
24081780,8470732,32.3
7872262,15853668,32.98
45416789,26281970,34.2
18776017,57986173,53.77
18581803,215180009,61.14
22679419,14824238,46.93
47161442,15712979,31.94
22679419,72472227,46.93
47161442,215180009,31.94
18581803,35926608,61.14
7860742,57986173,51.46
17759701,18776017,41.58
45416789,8470732,34.2
22679419,17759701,46.93
18581803,16660064,61.14
47161442,21195122,31.94
47161442,500183364,31.94
24081780,104209445,32.3
22679419,17944084,46.93
17759701,88807478,41.58
45416789,52330027,34.2
17759701,137901003,41.58
24081780,18581803,32.3
22679419,301246382,46.93
18581803,122381821,61.14
45416789,7872262,34.2
7860742,16097743,51.46
18581803,309366491,61.14
7860742,88807478,51.46
17759701,30735580,41.58
17759701,21195122,41.58
45416789,309366491,34.2
7860742,18776017,51.46
813286,18139329,71.15
813286,13197822,71.15
813286,22091272,71.15
813286,20260707,71.15
14719129,16849405,50.17
813286,14944855,71.15
813286,16343608,71.15
813286,15888142,71.15
813286,17351972,71.15
813286,19106293,71.15
813286,21440254,71.15
813286,19203998,71.15
14719129,14954720,50.17
813286,23151437,71.15
14719129,60201129,50.17
813286,28123040,71.15
813286,16815431,71.15
813286,16676450,71.15
813286,18324678,71.15
813286,26879286,71.15
813286,667563,71.15
813286,19479895,71.15
14719129,58641627,50.17
813286,26112438,71.15
813286,17926257,71.15
813286,7212562,71.15
22679419,33235051,46.93
22679419,16240253,46.93
22679419,20484186,46.93
22679419,15101693,46.93
22679419,7565302,46.93
22679419,10824382,46.93
22679419,19413393,46.93
22679419,10503302,46.93
22679419,43282079,46.93
22679419,28755471,46.93
22679419,44438642,46.93
187773078,238260874,35.33
187773078,31331740,35.33
88323281,46997754,33.65
88323281,28465635,33.65
88323281,83943787,33.65
88323281,40981798,33.65
187773078,40981798,35.33
88323281,31331740,33.65
187773078,133055665,35.33
88323281,86173523,33.65
187773078,22462180,35.33
88323281,71162552,33.65
187773078,189898898,35.33
88323281,73685820,33.65
88323281,116036694,33.65
187773078,189592841,35.33
88323281,189592841,33.65
88323281,34428380,33.65
187773078,317967511,35.33
88323281,27633075,33.65
88323281,161433080,33.65
88323281,30047802,33.65
88323281,121533789,33.65
88323281,117674417,33.65
187773078,117674417,35.33
88323281,8088112,33.65
88323281,63841462,33.65
187773078,108633391,35.33
187773078,53990192,35.33
187773078,116036694,35.33
88323281,119028351,33.65
88323281,39056518,33.65
88323281,193057124,33.65
187773078,34428380,35.33
88323281,43003845,33.65
187773078,8088112,35.33
187773078,123715869,35.33
187773078,83943787,35.33
88323281,22462180,33.65
88323281,76068864,33.65
88323281,133055665,33.65
187773078,27633075,35.33
187773078,15150609,35.33
88323281,14925700,33.65
187773078,43003845,35.33
3359851,428333,66.64
3359851,5795372,66.64
3359851,10671602,66.64
3359851,36969785,66.64
3359851,19397785,66.64
3359851,146540920,66.64
813286,3359851,71.15
813286,13,71.15
813286,16343608,71.15
3359851,158414847,66.64
3359851,15447248,66.64
3359851,783214,66.64
3359851,9534522,66.64
3359851,191922531,66.64
3359851,15224867,66.64
16098603,972651,38.24
3359851,13,66.64
16098603,20274104,38.24
3359851,26551204,66.64
813286,12044602,71.15
3359851,16098603,66.64
813286,20414217,71.15
813286,24700916,71.15
813286,14685248,71.15
16098603,15447248,38.24
3359851,759251,66.64
813286,14293310,71.15
3359851,20255162,66.64
3359851,18170896,66.64
813286,30313925,71.15
3359851,115485051,66.64
3359851,5405152,66.64
3359851,972651,66.64
813286,15231766,71.15
16098603,428333,38.24
3359851,12044602,66.64
3359851,17461978,66.64
3359851,30313925,66.64
3359851,813286,66.64
3359851,13236602,66.64
813286,16933590,71.15
3359851,291,66.64
813286,16225240,71.15
813286,5405152,71.15
3359851,18927441,66.64
16098603,30313925,38.24
813286,22269057,71.15
813286,5248441,71.15
3359851,14293310,66.64
813286,7023592,71.15
3359851,14740219,66.64
3359851,19029137,66.64
3359851,15231766,66.64
16098603,19029137,38.24
3359851,20414217,66.64
813286,9534522,71.15
16098603,3359851,38.24
3359851,15666380,66.64
813286,16381279,71.15
813286,36823,71.15
813286,13226592,71.15
3359851,20274104,66.64
813286,291,71.15
813286,18170896,71.15
266464616,74979757,54.34
266464616,375080088,54.34
266464616,16708690,54.34
100318079,226165839,49.89
100318079,73738774,49.89
100318079,105259389,49.89
100318079,272173354,49.89
100318079,8163442,49.89
100318079,271602109,49.89
100318079,253091523,49.89
100318079,41472982,49.89
100318079,247741328,49.89
813286,1489691,71.15
813286,11347122,71.15
813286,16927455,71.15
813286,21417687,71.15
813286,7344912,71.15
813286,14496918,71.15
813286,5988062,71.15
813286,778057,71.15
813286,19364382,71.15
813286,16664681,71.15
813286,22667304,71.15
